date,mois_jour,year,allcause,allcause_per100k,covid,covid_per100k
2018-07-15,07/15,2018,1509.0,2.330969924463599,,
2018-07-16,07/16,2018,1617.0,2.4977987858566197,,
2018-07-17,07/17,2018,1556.0,2.403571373403154,,
2018-07-18,07/18,2018,1571.0,2.4267420485966293,,
2018-07-19,07/19,2018,1639.0,2.53178244280705,,
2018-07-20,07/20,2018,1539.0,2.377311274850549,,
2018-07-21,07/21,2018,1532.0,2.3664982930935943,,
2018-07-22,07/22,2018,1448.0,2.2367425120101334,,
2018-07-23,07/23,2018,1574.0,2.4313761836353245,,
2018-07-24,07/24,2018,1604.0,2.4777175340222746,,
2018-07-25,07/25,2018,1703.0,2.6306439902992107,,
2018-07-26,07/26,2018,1618.0,2.499343497536185,,
2018-07-27,07/27,2018,1721.0,2.6584488005313807,,
2018-07-28,07/28,2018,1615.0,2.4947093624974896,,
2018-07-29,07/29,2018,1528.0,2.360319446375334,,
2018-07-30,07/30,2018,1627.0,2.5132459026522698,,
2018-07-31,07/31,2018,1578.0,2.4375550303535847,,
2018-08-01,08/01,2018,1588.0,2.4530021471492347,,
2018-08-02,08/02,2018,1521.0,2.3495064646183788,,
2018-08-03,08/03,2018,1587.0,2.4514574354696697,,
2018-08-04,08/04,2018,1678.0,2.5920261983100854,,
2018-08-05,08/05,2018,1617.0,2.4977987858566197,,
2018-08-06,08/06,2018,1708.0,2.6383675486970355,,
2018-08-07,08/07,2018,1799.0,2.7789363115374517,,
2018-08-08,08/08,2018,1689.0,2.6090180267853005,,
2018-08-09,08/09,2018,1566.0,2.4190184901988045,,
2018-08-10,08/10,2018,1460.0,2.2552790521649135,,
2018-08-11,08/11,2018,1435.0,2.2166612601757882,,
2018-08-12,08/12,2018,1537.0,2.374221851491419,,
2018-08-13,08/13,2018,1537.0,2.374221851491419,,
2018-08-14,08/14,2018,1557.0,2.405116085082719,,
2018-08-15,08/15,2018,1415.0,2.185767026584488,,
2018-08-16,08/16,2018,1488.0,2.2985309791927335,,
2018-08-17,08/17,2018,1524.0,2.354140599657074,,
2018-08-18,08/18,2018,1416.0,2.187311738264053,,
2018-08-19,08/19,2018,1423.0,2.198124720021008,,
2018-08-20,08/20,2018,1576.0,2.4344656069944546,,
2018-08-21,08/21,2018,1591.0,2.4576362821879294,,
2018-08-22,08/22,2018,1601.0,2.47308339898358,,
2018-08-23,08/23,2018,1590.0,2.456091570508365,,
2018-08-24,08/24,2018,1528.0,2.360319446375334,,
2018-08-25,08/25,2018,1486.0,2.2954415558336034,,
2018-08-26,08/26,2018,1416.0,2.187311738264053,,
2018-08-27,08/27,2018,1545.0,2.386579544927939,,
2018-08-28,08/28,2018,1607.0,2.4823516690609697,,
2018-08-29,08/29,2018,1592.0,2.4591809938674944,,
2018-08-30,08/30,2018,1440.0,2.224384818573613,,
2018-08-31,08/31,2018,1499.0,2.3155228076679486,,
2018-09-01,09/01,2018,1424.0,2.199669431700573,,
2018-09-02,09/02,2018,1429.0,2.207392990098398,,
2018-09-03,09/03,2018,1505.0,2.324791077745339,,
2018-09-04,09/04,2018,1582.0,2.4437338770718444,,
2018-09-05,09/05,2018,1632.0,2.520969461050095,,
2018-09-06,09/06,2018,1580.0,2.4406444537127143,,
2018-09-07,09/07,2018,1623.0,2.50706705593401,,
2018-09-08,09/08,2018,1435.0,2.2166612601757882,,
2018-09-09,09/09,2018,1549.0,2.392758391646199,,
2018-09-10,09/10,2018,1597.0,2.4669045522653197,,
2018-09-11,09/11,2018,1575.0,2.4329208953148895,,
2018-09-12,09/12,2018,1594.0,2.4622704172266245,,
2018-09-13,09/13,2018,1621.0,2.50397763257488,,
2018-09-14,09/14,2018,1550.0,2.3943031033257642,,
2018-09-15,09/15,2018,1552.0,2.3973925266848943,,
2018-09-16,09/16,2018,1458.0,2.2521896288057834,,
2018-09-17,09/17,2018,1582.0,2.4437338770718444,,
2018-09-18,09/18,2018,1546.0,2.388124256607504,,
2018-09-19,09/19,2018,1583.0,2.4452785887514095,,
2018-09-20,09/20,2018,1613.0,2.49161993913836,,
2018-09-21,09/21,2018,1570.0,2.4251973369170643,,
2018-09-22,09/22,2018,1507.0,2.327880501104469,,
2018-09-23,09/23,2018,1532.0,2.3664982930935943,,
2018-09-24,09/24,2018,1487.0,2.2969862675131685,,
2018-09-25,09/25,2018,1532.0,2.3664982930935943,,
2018-09-26,09/26,2018,1466.0,2.2645473222423034,,
2018-09-27,09/27,2018,1637.0,2.5286930194479202,,
2018-09-28,09/28,2018,1659.0,2.5626766763983504,,
2018-09-29,09/29,2018,1568.0,2.422107913557934,,
2018-09-30,09/30,2018,1484.0,2.292352132474474,,
2018-10-01,10/01,2018,1587.0,2.4514574354696697,,
2018-10-02,10/02,2018,1593.0,2.4607257055470595,,
2018-10-03,10/03,2018,1636.0,2.527148307768355,,
2018-10-04,10/04,2018,1744.0,2.693977169161376,,
2018-10-05,10/05,2018,1663.0,2.56885552311661,,
2018-10-06,10/06,2018,1694.0,2.6167415851831257,,
2018-10-07,10/07,2018,1546.0,2.388124256607504,,
2018-10-08,10/08,2018,1551.0,2.3958478150053293,,
2018-10-09,10/09,2018,1673.0,2.58430263991226,,
2018-10-10,10/10,2018,1682.0,2.5982050450283456,,
2018-10-11,10/11,2018,1708.0,2.6383675486970355,,
2018-10-12,10/12,2018,1682.0,2.5982050450283456,,
2018-10-13,10/13,2018,1632.0,2.520969461050095,,
2018-10-14,10/14,2018,1634.0,2.524058884409225,,
2018-10-15,10/15,2018,1678.0,2.5920261983100854,,
2018-10-16,10/16,2018,1652.0,2.551863694641395,,
2018-10-17,10/17,2018,1623.0,2.50706705593401,,
2018-10-18,10/18,2018,1580.0,2.4406444537127143,,
2018-10-19,10/19,2018,1580.0,2.4406444537127143,,
2018-10-20,10/20,2018,1537.0,2.374221851491419,,
2018-10-21,10/21,2018,1502.0,2.3201569427066437,,
2018-10-22,10/22,2018,1568.0,2.422107913557934,,
2018-10-23,10/23,2018,1661.0,2.56576609975748,,
2018-10-24,10/24,2018,1632.0,2.520969461050095,,
2018-10-25,10/25,2018,1682.0,2.5982050450283456,,
2018-10-26,10/26,2018,1592.0,2.4591809938674944,,
2018-10-27,10/27,2018,1624.0,2.508611767613575,,
2018-10-28,10/28,2018,1638.0,2.530237731127485,,
2018-10-29,10/29,2018,1614.0,2.4931646508179246,,
2018-10-30,10/30,2018,1763.0,2.7233266910731113,,
2018-10-31,10/31,2018,1689.0,2.6090180267853005,,
2018-11-01,11/01,2018,1603.0,2.4761728223427095,,
2018-11-02,11/02,2018,1621.0,2.50397763257488,,
2018-11-03,11/03,2018,1622.0,2.505522344254445,,
2018-11-04,11/04,2018,1648.0,2.5456848479231353,,
2018-11-05,11/05,2018,1770.0,2.734139672830066,,
2018-11-06,11/06,2018,1717.0,2.652269953813121,,
2018-11-07,11/07,2018,1734.0,2.678530052365726,,
2018-11-08,11/08,2018,1670.0,2.5796685048735655,,
2018-11-09,11/09,2018,1631.0,2.51942474937053,,
2018-11-10,11/10,2018,1696.0,2.6198310085422554,,
2018-11-11,11/11,2018,1659.0,2.5626766763983504,,
2018-11-12,11/12,2018,1712.0,2.6445463954152957,,
2018-11-13,11/13,2018,1762.0,2.7217819793935463,,
2018-11-14,11/14,2018,1625.0,2.51015647929314,,
2018-11-15,11/15,2018,1675.0,2.5873920632713903,,
2018-11-16,11/16,2018,1599.0,2.4699939756244498,,
2018-11-17,11/17,2018,1645.0,2.54105071288444,,
2018-11-18,11/18,2018,1598.0,2.4684492639448847,,
2018-11-19,11/19,2018,1637.0,2.5286930194479202,,
2018-11-20,11/20,2018,1685.0,2.6028391800670403,,
2018-11-21,11/21,2018,1712.0,2.6445463954152957,,
2018-11-22,11/22,2018,1647.0,2.5441401362435703,,
2018-11-23,11/23,2018,1730.0,2.672351205647466,,
2018-11-24,11/24,2018,1752.0,2.7063348625978962,,
2018-11-25,11/25,2018,1707.0,2.636822837017471,,
2018-11-26,11/26,2018,1688.0,2.6074733151057354,,
2018-11-27,11/27,2018,1719.0,2.6553593771722506,,
2018-11-28,11/28,2018,1736.0,2.681619475724856,,
2018-11-29,11/29,2018,1700.0,2.6260098552605156,,
2018-11-30,11/30,2018,1702.0,2.6290992786196457,,
2018-12-01,12/01,2018,1739.0,2.686253610763551,,
2018-12-02,12/02,2018,1689.0,2.6090180267853005,,
2018-12-03,12/03,2018,1719.0,2.6553593771722506,,
2018-12-04,12/04,2018,1704.0,2.6321887019787757,,
2018-12-05,12/05,2018,1697.0,2.6213757202218204,,
2018-12-06,12/06,2018,1687.0,2.6059286034261704,,
2018-12-07,12/07,2018,1687.0,2.6059286034261704,,
2018-12-08,12/08,2018,1655.0,2.55649782968009,,
2018-12-09,12/09,2018,1576.0,2.4344656069944546,,
2018-12-10,12/10,2018,1644.0,2.539506001204875,,
2018-12-11,12/11,2018,1682.0,2.5982050450283456,,
2018-12-12,12/12,2018,1764.0,2.7248714027526764,,
2018-12-13,12/13,2018,1678.0,2.5920261983100854,,
2018-12-14,12/14,2018,1664.0,2.570400234796175,,
2018-12-15,12/15,2018,1684.0,2.6012944683874752,,
2018-12-16,12/16,2018,1767.0,2.729505537791371,,
2018-12-17,12/17,2018,1784.0,2.7557656363439764,,
2018-12-18,12/18,2018,1798.0,2.7773915998578866,,
2018-12-19,12/19,2018,1816.0,2.8051964100900566,,
2018-12-20,12/20,2018,1775.0,2.7418632312278914,,
2018-12-21,12/21,2018,1769.0,2.732594961150501,,
2018-12-22,12/22,2018,1726.0,2.666172358929206,,
2018-12-23,12/23,2018,1754.0,2.709424285957026,,
2018-12-24,12/24,2018,1740.0,2.687798322443116,,
2018-12-25,12/25,2018,1725.0,2.664627647249641,,
2018-12-26,12/26,2018,1738.0,2.684708899083986,,
2018-12-27,12/27,2018,1803.0,2.7851151582557114,,
2018-12-28,12/28,2018,1856.0,2.866984877272657,,
2018-12-29,12/29,2018,1743.0,2.692432457481811,,
2018-12-30,12/30,2018,1756.0,2.712513709316156,,
2018-12-31,12/31,2018,1889.0,2.9179603626983024,,
2019-01-01,01/01,2019,1816.0,2.8015612224433437,,
2019-01-02,01/02,2019,1912.0,2.9496613751716265,,
2019-01-03,01/03,2019,1850.0,2.854013359867944,,
2019-01-04,01/04,2019,1878.0,2.897209237747026,,
2019-01-05,01/05,2019,1889.0,2.9141790469138087,,
2019-01-06,01/06,2019,1880.0,2.900294657595532,,
2019-01-07,01/07,2019,1967.0,3.034510421005538,,
2019-01-08,01/08,2019,1937.0,2.98822912327795,,
2019-01-09,01/09,2019,1947.0,3.0036562225204793,,
2019-01-10,01/10,2019,1932.0,2.9805155736566853,,
2019-01-11,01/11,2019,1911.0,2.948118665247373,,
2019-01-12,01/12,2019,2010.0,3.1008469477484146,,
2019-01-13,01/13,2019,1917.0,2.957374924792891,,
2019-01-14,01/14,2019,1974.0,3.0453093904753086,,
2019-01-15,01/15,2019,1955.0,3.0159979019145027,,
2019-01-16,01/16,2019,1974.0,3.0453093904753086,,
2019-01-17,01/17,2019,1938.0,2.989771833202203,,
2019-01-18,01/18,2019,1932.0,2.9805155736566853,,
2019-01-19,01/19,2019,1909.0,2.9450332453988675,,
2019-01-20,01/20,2019,1831.0,2.824701871307138,,
2019-01-21,01/21,2019,1933.0,2.982058283580938,,
2019-01-22,01/22,2019,2043.0,3.1517563752487616,,
2019-01-23,01/23,2019,1980.0,3.0545656500208263,,
2019-01-24,01/24,2019,1910.0,2.9465759553231203,,
2019-01-25,01/25,2019,2020.0,3.1162740469909442,,
2019-01-26,01/26,2019,2064.0,3.1841532836580737,,
2019-01-27,01/27,2019,1987.0,3.065364619490597,,
2019-01-28,01/28,2019,2080.0,3.2088366424461205,,
2019-01-29,01/29,2019,2014.0,3.1070177874454266,,
2019-01-30,01/30,2019,2008.0,3.097761527899909,,
2019-01-31,01/31,2019,2028.0,3.1286157263849677,,
2019-02-01,02/01,2019,2150.0,3.3168263371438265,,
2019-02-02,02/02,2019,2035.0,3.139414695854738,,
2019-02-03,02/03,2019,1896.0,2.9249780163835792,,
2019-02-04,02/04,2019,2032.0,3.1347865660819796,,
2019-02-05,02/05,2019,2097.0,3.2350627111584207,,
2019-02-06,02/06,2019,2095.0,3.231977291309915,,
2019-02-07,02/07,2019,2028.0,3.1286157263849677,,
2019-02-08,02/08,2019,2067.0,3.1887814134308323,,
2019-02-09,02/09,2019,2042.0,3.1502136653245087,,
2019-02-10,02/10,2019,1958.0,3.0206260316872617,,
2019-02-11,02/11,2019,2017.0,3.111645917218185,,
2019-02-12,02/12,2019,1972.0,3.042223970626803,,
2019-02-13,02/13,2019,1992.0,3.0730781691118616,,
2019-02-14,02/14,2019,1980.0,3.0545656500208263,,
2019-02-15,02/15,2019,2018.0,3.113188627142438,,
2019-02-16,02/16,2019,2001.0,3.0869625584301383,,
2019-02-17,02/17,2019,1881.0,2.9018373675197853,,
2019-02-18,02/18,2019,2011.0,3.1023896576726675,,
2019-02-19,02/19,2019,2103.0,3.2443189707039384,,
2019-02-20,02/20,2019,2008.0,3.097761527899909,,
2019-02-21,02/21,2019,1965.0,3.0314250011570323,,
2019-02-22,02/22,2019,1994.0,3.076163588960368,,
2019-02-23,02/23,2019,1833.0,2.827787291155644,,
2019-02-24,02/24,2019,1833.0,2.827787291155644,,
2019-02-25,02/25,2019,2019.0,3.1147313370666914,,
2019-02-26,02/26,2019,1939.0,2.991314543126456,,
2019-02-27,02/27,2019,1957.0,3.019083321763009,,
2019-02-28,02/28,2019,1925.0,2.9697166041869147,,
2019-03-01,03/01,2019,1872.0,2.8879529782015085,,
2019-03-02,03/02,2019,1910.0,2.9465759553231203,,
2019-03-03,03/03,2019,1748.0,2.6966569475941435,,
2019-03-04,03/04,2019,1880.0,2.900294657595532,,
2019-03-05,03/05,2019,1868.0,2.881782138504497,,
2019-03-06,03/06,2019,1870.0,2.884867558353003,,
2019-03-07,03/07,2019,1859.0,2.8678977491862203,,
2019-03-08,03/08,2019,1802.0,2.7799632835038026,,
2019-03-09,03/09,2019,1774.0,2.7367674056247204,,
2019-03-10,03/10,2019,1668.0,2.5732401536539085,,
2019-03-11,03/11,2019,1766.0,2.7244257262306966,,
2019-03-12,03/12,2019,1706.0,2.6318631307755203,,
2019-03-13,03/13,2019,1691.0,2.608722481911726,,
2019-03-14,03/14,2019,1718.0,2.6503756498665556,,
2019-03-15,03/15,2019,1746.0,2.693571527745638,,
2019-03-16,03/16,2019,1720.0,2.6534610697150613,,
2019-03-17,03/17,2019,1635.0,2.522330726153561,,
2019-03-18,03/18,2019,1757.0,2.7105413369124203,,
2019-03-19,03/19,2019,1684.0,2.5979235124419553,,
2019-03-20,03/20,2019,1662.0,2.563983894108391,,
2019-03-21,03/21,2019,1701.0,2.6241495811542555,,
2019-03-22,03/22,2019,1688.0,2.6040943521389672,,
2019-03-23,03/23,2019,1698.0,2.6195214513814964,,
2019-03-24,03/24,2019,1629.0,2.5130744666080433,,
2019-03-25,03/25,2019,1665.0,2.5686120238811494,,
2019-03-26,03/26,2019,1625.0,2.506903626911032,,
2019-03-27,03/27,2019,1686.0,2.6010089322904615,,
2019-03-28,03/28,2019,1690.0,2.607179771987473,,
2019-03-29,03/29,2019,1664.0,2.5670693139568965,,
2019-03-30,03/30,2019,1637.0,2.525416146002067,,
2019-03-31,03/31,2019,1619.0,2.497647367365514,,
2019-04-01,04/01,2019,1689.0,2.60563706206322,,
2019-04-02,04/02,2019,1701.0,2.6241495811542555,,
2019-04-03,04/03,2019,1686.0,2.6010089322904615,,
2019-04-04,04/04,2019,1668.0,2.5732401536539085,,
2019-04-05,04/05,2019,1663.0,2.5655266040326437,,
2019-04-06,04/06,2019,1649.0,2.5439286650931026,,
2019-04-07,04/07,2019,1675.0,2.584039123123679,,
2019-04-08,04/08,2019,1664.0,2.5670693139568965,,
2019-04-09,04/09,2019,1622.0,2.502275497138273,,
2019-04-10,04/10,2019,1667.0,2.5716974437296556,,
2019-04-11,04/11,2019,1607.0,2.479134848274479,,
2019-04-12,04/12,2019,1623.0,2.503818207062526,,
2019-04-13,04/13,2019,1556.0,2.400456642137579,,
2019-04-14,04/14,2019,1519.0,2.34337637494022,,
2019-04-15,04/15,2019,1624.0,2.505360916986779,,
2019-04-16,04/16,2019,1667.0,2.5716974437296556,,
2019-04-17,04/17,2019,1727.0,2.664260039184832,,
2019-04-18,04/18,2019,1614.0,2.4899338177442494,,
2019-04-19,04/19,2019,1679.0,2.5902099628206905,,
2019-04-20,04/20,2019,1677.0,2.5871245429721847,,
2019-04-21,04/21,2019,1565.0,2.414341031455855,,
2019-04-22,04/22,2019,1659.0,2.5593557643356317,,
2019-04-23,04/23,2019,1686.0,2.6010089322904615,,
2019-04-24,04/24,2019,1743.0,2.688943397972879,,
2019-04-25,04/25,2019,1644.0,2.5362151154718378,,
2019-04-26,04/26,2019,1621.0,2.50073278721402,,
2019-04-27,04/27,2019,1562.0,2.4097129016830965,,
2019-04-28,04/28,2019,1589.0,2.451366069637926,,
2019-04-29,04/29,2019,1554.0,2.397371222289073,,
2019-04-30,04/30,2019,1558.0,2.4035420619860846,,
2019-05-01,05/01,2019,1660.0,2.5608984742598846,,
2019-05-02,05/02,2019,1642.0,2.533129695623332,,
2019-05-03,05/03,2019,1593.0,2.4575369093349377,,
2019-05-04,05/04,2019,1587.0,2.44828064978942,,
2019-05-05,05/05,2019,1509.0,2.3279492756976903,,
2019-05-06,05/06,2019,1683.0,2.5963808025177024,,
2019-05-07,05/07,2019,1638.0,2.52695885592632,,
2019-05-08,05/08,2019,1597.0,2.4637077490319492,,
2019-05-09,05/09,2019,1593.0,2.4575369093349377,,
2019-05-10,05/10,2019,1668.0,2.5732401536539085,,
2019-05-11,05/11,2019,1525.0,2.3526326344857376,,
2019-05-12,05/12,2019,1568.0,2.418969161228614,,
2019-05-13,05/13,2019,1537.0,2.371145153576773,,
2019-05-14,05/14,2019,1606.0,2.477592138350226,,
2019-05-15,05/15,2019,1618.0,2.4961046574412613,,
2019-05-16,05/16,2019,1613.0,2.4883911078199965,,
2019-05-17,05/17,2019,1628.0,2.5115317566837905,,
2019-05-18,05/18,2019,1631.0,2.5161598864565495,,
2019-05-19,05/19,2019,1570.0,2.42205458107712,,
2019-05-20,05/20,2019,1645.0,2.5377578253960906,,
2019-05-21,05/21,2019,1583.0,2.442109810092408,,
2019-05-22,05/22,2019,1556.0,2.400456642137579,,
2019-05-23,05/23,2019,1658.0,2.557813054411379,,
2019-05-24,05/24,2019,1648.0,2.5423859551688492,,
2019-05-25,05/25,2019,1507.0,2.3248638558491845,,
2019-05-26,05/26,2019,1463.0,2.256984619182055,,
2019-05-27,05/27,2019,1544.0,2.3819441230465435,,
2019-05-28,05/28,2019,1534.0,2.366517023804014,,
2019-05-29,05/29,2019,1494.0,2.3048086268338963,,
2019-05-30,05/30,2019,1452.0,2.2400148100152726,,
2019-05-31,05/31,2019,1556.0,2.400456642137579,,
2019-06-01,06/01,2019,1574.0,2.428225420774132,,
2019-06-02,06/02,2019,1555.0,2.398913932213326,,
2019-06-03,06/03,2019,1609.0,2.4822202681229846,,
2019-06-04,06/04,2019,1570.0,2.42205458107712,,
2019-06-05,06/05,2019,1511.0,2.3310346955461965,,
2019-06-06,06/06,2019,1496.0,2.307894046682402,,
2019-06-07,06/07,2019,1482.0,2.286296107742861,,
2019-06-08,06/08,2019,1484.0,2.2893815275913667,,
2019-06-09,06/09,2019,1448.0,2.233843970318261,,
2019-06-10,06/10,2019,1460.0,2.2523564894092964,,
2019-06-11,06/11,2019,1498.0,2.3109794665309082,,
2019-06-12,06/12,2019,1484.0,2.2893815275913667,,
2019-06-13,06/13,2019,1554.0,2.397371222289073,,
2019-06-14,06/14,2019,1500.0,2.314064886379414,,
2019-06-15,06/15,2019,1566.0,2.415883741380108,,
2019-06-16,06/16,2019,1517.0,2.340290955091714,,
2019-06-17,06/17,2019,1620.0,2.499190077289767,,
2019-06-18,06/18,2019,1551.0,2.392743092516314,,
2019-06-19,06/19,2019,1611.0,2.4853056879714908,,
2019-06-20,06/20,2019,1547.0,2.386572252819302,,
2019-06-21,06/21,2019,1477.0,2.278582558121596,,
2019-06-22,06/22,2019,1462.0,2.255441909257802,,
2019-06-23,06/23,2019,1496.0,2.307894046682402,,
2019-06-24,06/24,2019,1571.0,2.4235972910013728,,
2019-06-25,06/25,2019,1575.0,2.4297681306983847,,
2019-06-26,06/26,2019,1634.0,2.520788016229308,,
2019-06-27,06/27,2019,1637.0,2.525416146002067,,
2019-06-28,06/28,2019,1667.0,2.5716974437296556,,
2019-06-29,06/29,2019,1631.0,2.5161598864565495,,
2019-06-30,06/30,2019,1696.0,2.6164360315329906,,
2019-07-01,07/01,2019,1653.0,2.550099504790114,,
2019-07-02,07/02,2019,1526.0,2.3541753444099904,,
2019-07-03,07/03,2019,1537.0,2.371145153576773,,
2019-07-04,07/04,2019,1538.0,2.372687863501026,,
2019-07-05,07/05,2019,1570.0,2.42205458107712,,
2019-07-06,07/06,2019,1643.0,2.534672405547585,,
2019-07-07,07/07,2019,1536.0,2.36960244365252,,
2019-07-08,07/08,2019,1447.0,2.232301260394008,,
2019-07-09,07/09,2019,1514.0,2.335662825318955,,
2019-07-10,07/10,2019,1451.0,2.2384721000910197,,
2019-07-11,07/11,2019,1616.0,2.493019237592755,,
2019-07-12,07/12,2019,1570.0,2.42205458107712,,
2019-07-13,07/13,2019,1529.0,2.3588034741827495,,
2019-07-14,07/14,2019,1434.0,2.2122460313787196,,
2019-07-15,07/15,2019,1412.0,2.178306413045155,,
2019-07-16,07/16,2019,1474.0,2.2739544283488375,,
2019-07-17,07/17,2019,1535.0,2.3680597337282667,,
2019-07-18,07/18,2019,1550.0,2.391200382592061,,
2019-07-19,07/19,2019,1574.0,2.428225420774132,,
2019-07-20,07/20,2019,1615.0,2.4914765276685022,,
2019-07-21,07/21,2019,1450.0,2.236929390166767,,
2019-07-22,07/22,2019,1566.0,2.415883741380108,,
2019-07-23,07/23,2019,1618.0,2.4961046574412613,,
2019-07-24,07/24,2019,1702.0,2.6256922910785083,,
2019-07-25,07/25,2019,1861.0,2.870983169034726,,
2019-07-26,07/26,2019,1868.0,2.881782138504497,,
2019-07-27,07/27,2019,1544.0,2.3819441230465435,,
2019-07-28,07/28,2019,1475.0,2.2754971382730904,,
2019-07-29,07/29,2019,1452.0,2.2400148100152726,,
2019-07-30,07/30,2019,1467.0,2.263155458879067,,
2019-07-31,07/31,2019,1415.0,2.1829345428179137,,
2019-08-01,08/01,2019,1502.0,2.3171503062279197,,
2019-08-02,08/02,2019,1533.0,2.364974313879761,,
2019-08-03,08/03,2019,1509.0,2.3279492756976903,,
2019-08-04,08/04,2019,1494.0,2.3048086268338963,,
2019-08-05,08/05,2019,1493.0,2.3032659169096434,,
2019-08-06,08/06,2019,1563.0,2.4112556116073494,,
2019-08-07,08/07,2019,1517.0,2.340290955091714,,
2019-08-08,08/08,2019,1509.0,2.3279492756976903,,
2019-08-09,08/09,2019,1631.0,2.5161598864565495,,
2019-08-10,08/10,2019,1474.0,2.2739544283488375,,
2019-08-11,08/11,2019,1411.0,2.176763703120902,,
2019-08-12,08/12,2019,1442.0,2.2245877107727434,,
2019-08-13,08/13,2019,1427.0,2.201447061908949,,
2019-08-14,08/14,2019,1457.0,2.2477283596365374,,
2019-08-15,08/15,2019,1456.0,2.2461856497122845,,
2019-08-16,08/16,2019,1487.0,2.2940096573641258,,
2019-08-17,08/17,2019,1512.0,2.3325774054704493,,
2019-08-18,08/18,2019,1461.0,2.2538991993335493,,
2019-08-19,08/19,2019,1462.0,2.255441909257802,,
2019-08-20,08/20,2019,1502.0,2.3171503062279197,,
2019-08-21,08/21,2019,1524.0,2.3510899245614847,,
2019-08-22,08/22,2019,1407.0,2.1705928634238902,,
2019-08-23,08/23,2019,1588.0,2.449823359713673,,
2019-08-24,08/24,2019,1570.0,2.42205458107712,,
2019-08-25,08/25,2019,1566.0,2.415883741380108,,
2019-08-26,08/26,2019,1582.0,2.4405671001681553,,
2019-08-27,08/27,2019,1653.0,2.550099504790114,,
2019-08-28,08/28,2019,1641.0,2.5315869856990787,,
2019-08-29,08/29,2019,1587.0,2.44828064978942,,
2019-08-30,08/30,2019,1632.0,2.5177025963808024,,
2019-08-31,08/31,2019,1475.0,2.2754971382730904,,
2019-09-01,09/01,2019,1510.0,2.3294919856219436,,
2019-09-02,09/02,2019,1476.0,2.2770398481973433,,
2019-09-03,09/03,2019,1488.0,2.2955523672883786,,
2019-09-04,09/04,2019,1526.0,2.3541753444099904,,
2019-09-05,09/05,2019,1416.0,2.184477252742167,,
2019-09-06,09/06,2019,1473.0,2.2724117184245847,,
2019-09-07,09/07,2019,1517.0,2.340290955091714,,
2019-09-08,09/08,2019,1469.0,2.2662408787275727,,
2019-09-09,09/09,2019,1522.0,2.3480045047129785,,
2019-09-10,09/10,2019,1525.0,2.3526326344857376,,
2019-09-11,09/11,2019,1551.0,2.392743092516314,,
2019-09-12,09/12,2019,1544.0,2.3819441230465435,,
2019-09-13,09/13,2019,1593.0,2.4575369093349377,,
2019-09-14,09/14,2019,1520.0,2.3449190848644728,,
2019-09-15,09/15,2019,1545.0,2.3834868329707963,,
2019-09-16,09/16,2019,1620.0,2.499190077289767,,
2019-09-17,09/17,2019,1613.0,2.4883911078199965,,
2019-09-18,09/18,2019,1479.0,2.2816679779701023,,
2019-09-19,09/19,2019,1549.0,2.3896576726678083,,
2019-09-20,09/20,2019,1648.0,2.5423859551688492,,
2019-09-21,09/21,2019,1652.0,2.548556794865861,,
2019-09-22,09/22,2019,1588.0,2.449823359713673,,
2019-09-23,09/23,2019,1527.0,2.3557180543342433,,
2019-09-24,09/24,2019,1469.0,2.2662408787275727,,
2019-09-25,09/25,2019,1556.0,2.400456642137579,,
2019-09-26,09/26,2019,1610.0,2.4837629780472374,,
2019-09-27,09/27,2019,1527.0,2.3557180543342433,,
2019-09-28,09/28,2019,1566.0,2.415883741380108,,
2019-09-29,09/29,2019,1528.0,2.357260764258496,,
2019-09-30,09/30,2019,1577.0,2.4328535505468905,,
2019-10-01,10/01,2019,1630.0,2.5146171765322967,,
2019-10-02,10/02,2019,1608.0,2.4806775581987317,,
2019-10-03,10/03,2019,1606.0,2.477592138350226,,
2019-10-04,10/04,2019,1596.0,2.4621650391076964,,
2019-10-05,10/05,2019,1584.0,2.443652520016661,,
2019-10-06,10/06,2019,1598.0,2.4652504589562025,,
2019-10-07,10/07,2019,1598.0,2.4652504589562025,,
2019-10-08,10/08,2019,1624.0,2.505360916986779,,
2019-10-09,10/09,2019,1589.0,2.451366069637926,,
2019-10-10,10/10,2019,1621.0,2.50073278721402,,
2019-10-11,10/11,2019,1665.0,2.5686120238811494,,
2019-10-12,10/12,2019,1627.0,2.5099890467595376,,
2019-10-13,10/13,2019,1644.0,2.5362151154718378,,
2019-10-14,10/14,2019,1670.0,2.576325573502414,,
2019-10-15,10/15,2019,1641.0,2.5315869856990787,,
2019-10-16,10/16,2019,1669.0,2.5747828635781613,,
2019-10-17,10/17,2019,1593.0,2.4575369093349377,,
2019-10-18,10/18,2019,1620.0,2.499190077289767,,
2019-10-19,10/19,2019,1606.0,2.477592138350226,,
2019-10-20,10/20,2019,1625.0,2.506903626911032,,
2019-10-21,10/21,2019,1618.0,2.4961046574412613,,
2019-10-22,10/22,2019,1609.0,2.4822202681229846,,
2019-10-23,10/23,2019,1669.0,2.5747828635781613,,
2019-10-24,10/24,2019,1651.0,2.5470140849416083,,
2019-10-25,10/25,2019,1700.0,2.6226068712300026,,
2019-10-26,10/26,2019,1631.0,2.5161598864565495,,
2019-10-27,10/27,2019,1582.0,2.4405671001681553,,
2019-10-28,10/28,2019,1624.0,2.505360916986779,,
2019-10-29,10/29,2019,1610.0,2.4837629780472374,,
